product_id,product_name,traffic_cnt,click_cnt,conversion_rate,content_interact_cnt,new_user_cnt,service_rating,sales_amount,sales_cnt,visitor_cnt,stat_date,etl_time
P29209603,美妆个护_款式404,8451,1155,0.1401,95,3995,3.2,9811016.5,4850,5455,2025-07-06,2025-07-31 10:30:30.560923
P67258038,电子产品_款式405,6670,1172,0.0485,62,2957,3.1,12359700.08,6643,5831,2025-07-01,2025-07-31 10:30:30.560923
P27622821,电子产品_款式406,3855,1098,0.2526,471,1918,4.4,4042789.38,2754,3278,2025-07-22,2025-07-31 10:30:30.560923
P54665265,美妆个护_款式407,1402,410,0.0165,203,289,3.1,1031028.2,215,1054,2025-07-06,2025-07-31 10:30:30.560923
P36324155,家居用品_款式408,6329,2912,0.0974,42,2518,3.9,2462148.87,3767,4374,2025-07-19,2025-07-31 10:30:30.560923
P69115622,服装鞋帽_款式409,808,107,0.2058,457,384,4.7,2262105.12,528,541,2025-07-27,2025-07-31 10:30:30.560923
P22475868,美妆个护_款式410,9365,2573,0.1533,186,2336,4.5,9751933.8,3555,6700,2025-07-05,2025-07-31 10:30:30.560923
P99805361,服装鞋帽_款式411,1305,494,0.1471,470,250,4.6,51353.6,236,825,2025-07-24,2025-07-31 10:30:30.560923
P68493052,美妆个护_款式412,1643,270,0.2084,409,695,3.1,751974.02,266,1445,2025-07-05,2025-07-31 10:30:30.560923
P36601953,家居用品_款式413,4030,1913,0.18,160,1164,4.5,11206409.31,2243,2734,2025-07-13,2025-07-31 10:30:30.560923
P56208316,家居用品_款式414,7207,2147,0.2035,215,3406,4.5,13089414.64,3758,5300,2025-07-14,2025-07-31 10:30:30.560923
P93168124,家居用品_款式415,5395,1312,0.2915,295,1113,3.6,6089499.27,2097,3457,2025-07-18,2025-07-31 10:30:30.560923
P44322820,电子产品_款式416,6328,2219,0.0783,140,1189,4.5,5409373.8,5028,4849,2025-07-18,2025-07-31 10:30:30.560923
P05110775,美妆个护_款式417,1166,371,0.0515,349,480,4.6,3183078.36,924,1037,2025-07-15,2025-07-31 10:30:30.560923
P58623757,服装鞋帽_款式418,5772,2077,0.0893,277,1087,3.6,8796000.6,2754,3912,2025-07-27,2025-07-31 10:30:30.560923
P14924217,家居用品_款式419,9675,3871,0.0688,272,1768,3.9,4465233.15,1685,6186,2025-07-09,2025-07-31 10:30:30.560923
P23318944,电子产品_款式420,7874,3168,0.2453,154,2017,4.4,141779.73,521,6052,2025-07-18,2025-07-31 10:30:30.560923
P78770500,服装鞋帽_款式421,2392,1158,0.0375,493,971,4.2,2293203.75,1825,1593,2025-07-08,2025-07-31 10:30:30.560923
P73944598,家居用品_款式422,9051,2905,0.1577,285,2577,4.9,8650335.69,2637,6592,2025-07-09,2025-07-31 10:30:30.560923
P52338432,服装鞋帽_款式423,3333,1517,0.1968,324,980,3.6,10130219.55,3135,2194,2025-07-05,2025-07-31 10:30:30.560923
P95665074,食品饮料_款式424,1919,887,0.2603,195,307,3.9,794431.8,342,1312,2025-07-14,2025-07-31 10:30:30.560923
P85051439,食品饮料_款式425,9421,2380,0.1781,209,1789,3.7,4704637.25,1385,5869,2025-07-06,2025-07-31 10:30:30.560923
P00912336,食品饮料_款式426,5083,2312,0.2288,252,1440,4.1,1353143.34,1611,3594,2025-07-10,2025-07-31 10:30:30.560923
P88941484,美妆个护_款式427,3086,1326,0.2777,330,606,3.7,2760154.11,2149,2754,2025-07-09,2025-07-31 10:30:30.560923
P96137747,食品饮料_款式428,1579,290,0.0212,290,563,4.5,2466212.54,946,1327,2025-07-17,2025-07-31 10:30:30.560923
P70172746,美妆个护_款式429,9654,1573,0.0856,244,4748,4.2,21871656.29,8833,6994,2025-07-15,2025-07-31 10:30:30.560923
P78625752,家居用品_款式430,6418,1594,0.0236,86,1746,3.7,2831470.88,908,5100,2025-07-03,2025-07-31 10:30:30.560923
P54826190,电子产品_款式431,6968,2480,0.162,61,2121,3.7,18815360.0,6400,4316,2025-07-24,2025-07-31 10:30:30.560923
P46210041,食品饮料_款式432,2401,785,0.2288,11,557,3.6,10800243.84,2328,1702,2025-07-22,2025-07-31 10:30:30.560923
P74958996,食品饮料_款式433,2648,1200,0.0411,350,298,4.3,42717.24,36,2115,2025-07-18,2025-07-31 10:30:30.560923
P45692793,电子产品_款式434,8634,3257,0.0347,343,1814,4.4,3871887.39,2891,7060,2025-07-29,2025-07-31 10:30:30.560923
P63579898,家居用品_款式435,2084,372,0.2672,42,827,5.0,3648132.0,816,1510,2025-07-06,2025-07-31 10:30:30.560923
P97914680,服装鞋帽_款式436,4732,486,0.236,427,1111,3.4,2160555.6,636,3393,2025-07-25,2025-07-31 10:30:30.560923
P60413265,美妆个护_款式437,8363,3473,0.0281,420,2207,3.1,8537492.7,2882,5097,2025-07-18,2025-07-31 10:30:30.560923
P76189358,食品饮料_款式438,7108,2279,0.2594,494,1572,3.9,12468683.56,5188,4924,2025-07-18,2025-07-31 10:30:30.560923
P69755236,服装鞋帽_款式439,1674,515,0.1018,132,657,3.5,946148.42,239,1325,2025-07-19,2025-07-31 10:30:30.560923
P69872883,电子产品_款式440,4616,645,0.1269,380,1507,4.6,1092808.53,297,3543,2025-07-10,2025-07-31 10:30:30.560923
P74197769,美妆个护_款式441,921,377,0.1868,215,364,3.7,453777.57,263,738,2025-07-19,2025-07-31 10:30:30.560923
P41413203,食品饮料_款式442,5105,878,0.0389,48,1271,3.9,1052902.2,245,4269,2025-07-28,2025-07-31 10:30:30.560923
P67762438,美妆个护_款式443,658,215,0.2499,456,128,3.3,26918.1,110,463,2025-07-19,2025-07-31 10:30:30.560923
P11282150,电子产品_款式444,1100,436,0.0832,372,162,5.0,944125.16,506,819,2025-07-14,2025-07-31 10:30:30.560923
P04119612,服装鞋帽_款式445,9337,1941,0.0717,277,3093,4.9,12006293.1,3558,6424,2025-07-26,2025-07-31 10:30:30.561940
P34700824,美妆个护_款式446,3695,1383,0.1996,209,1017,3.1,7717964.24,2452,3037,2025-07-11,2025-07-31 10:30:30.561940
P65009579,美妆个护_款式447,4574,1250,0.2594,60,1905,4.1,7144106.76,2083,3801,2025-07-06,2025-07-31 10:30:30.561940
P12779042,家居用品_款式448,4228,1039,0.2751,354,737,3.2,2968702.8,2408,3698,2025-07-03,2025-07-31 10:30:30.561940
P07934514,家居用品_款式449,1077,407,0.2996,287,430,5.0,741131.66,326,783,2025-07-06,2025-07-31 10:30:30.561940
P46150628,食品饮料_款式450,8143,1663,0.238,413,3568,4.3,3413110.68,917,6102,2025-07-06,2025-07-31 10:30:30.561940
P26753924,家居用品_款式451,1524,375,0.2002,156,528,4.3,3676776.72,942,1095,2025-07-20,2025-07-31 10:30:30.561940
P30456914,电子产品_款式452,4849,1687,0.1367,289,2080,3.3,6797714.94,4482,4259,2025-07-14,2025-07-31 10:30:30.561940
P86087955,美妆个护_款式453,1820,439,0.1598,80,756,4.8,1947609.75,461,1462,2025-07-07,2025-07-31 10:30:30.561940
P73108469,食品饮料_款式454,2236,532,0.153,366,427,3.1,2324726.4,1130,1707,2025-07-02,2025-07-31 10:30:30.561940
P22897922,服装鞋帽_款式455,7470,1081,0.1906,303,1594,3.5,8327301.12,2304,5638,2025-07-08,2025-07-31 10:30:30.561940
P40822454,食品饮料_款式456,6061,1757,0.2296,179,2646,4.3,2843984.6,4220,5397,2025-07-05,2025-07-31 10:30:30.561940
P98539597,食品饮料_款式457,6755,1974,0.0568,110,723,4.9,346185.76,232,4612,2025-07-08,2025-07-31 10:30:30.561940
P59921310,服装鞋帽_款式458,7838,2692,0.2565,74,2862,4.4,779177.44,7636,6633,2025-07-03,2025-07-31 10:30:30.561940
P03339877,电子产品_款式459,926,241,0.1296,191,141,3.9,2836374.72,736,633,2025-07-12,2025-07-31 10:30:30.561940
P09373533,家居用品_款式460,2926,1429,0.2288,454,1231,3.1,10181731.76,2267,2226,2025-07-04,2025-07-31 10:30:30.561940
P17147690,服装鞋帽_款式461,9239,4159,0.0172,83,1460,3.1,11884288.2,7012,5650,2025-07-04,2025-07-31 10:30:30.561940
P51414680,家居用品_款式462,2167,545,0.0629,481,808,4.8,1941756.15,1385,1351,2025-07-22,2025-07-31 10:30:30.561940
P06651433,电子产品_款式463,3542,1067,0.1389,238,995,3.2,54152.46,846,2137,2025-07-10,2025-07-31 10:30:30.561940
P26525061,美妆个护_款式464,2386,772,0.0503,407,456,3.6,5051207.7,2310,1621,2025-07-27,2025-07-31 10:30:30.561940
P39571219,家居用品_款式465,7445,2956,0.1671,121,1129,3.7,9051728.4,2860,4840,2025-07-27,2025-07-31 10:30:30.561940
P58661746,服装鞋帽_款式466,7811,3637,0.0787,426,1744,3.6,4419265.5,4023,5922,2025-07-03,2025-07-31 10:30:30.561940
P66596459,美妆个护_款式467,4156,1947,0.1149,368,450,4.7,2508877.25,1979,3594,2025-07-17,2025-07-31 10:30:30.561940
P92831582,美妆个护_款式468,4146,1842,0.1444,60,1321,3.4,1540196.62,3382,3558,2025-07-20,2025-07-31 10:30:30.561940
P90826269,电子产品_款式469,7858,2941,0.0972,355,3309,4.7,12763720.9,7166,5869,2025-07-11,2025-07-31 10:30:30.561940
P23047346,食品饮料_款式470,9610,4373,0.1908,195,4670,3.6,29381888.34,7129,5840,2025-07-24,2025-07-31 10:30:30.561940
P60625753,美妆个护_款式471,7732,1038,0.2764,134,3092,3.8,7181543.46,1909,4639,2025-07-29,2025-07-31 10:30:30.561940
P35937314,食品饮料_款式472,4405,1709,0.1421,356,1305,3.3,1395871.1,1823,3750,2025-07-08,2025-07-31 10:30:30.561940
P24609868,食品饮料_款式473,8168,2450,0.1369,404,1797,4.0,27683547.76,7304,5459,2025-07-08,2025-07-31 10:30:30.561940
P89497621,电子产品_款式474,4605,2180,0.1898,211,1545,4.5,8552474.64,2286,3788,2025-07-08,2025-07-31 10:30:30.561940
P14142433,服装鞋帽_款式475,7610,3401,0.1982,354,1204,4.1,17198750.4,4420,5513,2025-07-16,2025-07-31 10:30:30.561940
P45106047,服装鞋帽_款式476,3136,778,0.1123,47,1460,3.6,2222546.96,758,2462,2025-07-03,2025-07-31 10:30:30.561940
P02688230,电子产品_款式477,6338,1582,0.1878,246,964,3.3,10813840.2,4020,4794,2025-07-20,2025-07-31 10:30:30.561940
P05989122,服装鞋帽_款式478,6007,643,0.087,116,769,4.8,18482200.14,4119,4140,2025-07-26,2025-07-31 10:30:30.561940
P80510962,服装鞋帽_款式479,9179,1942,0.1977,480,3499,4.7,13497932.75,3865,8252,2025-07-07,2025-07-31 10:30:30.561940
P10849244,家居用品_款式480,3489,1416,0.036,365,1161,3.2,1640974.72,2272,2760,2025-07-26,2025-07-31 10:30:30.561940
P13038418,家居用品_款式481,7476,2076,0.0821,92,1162,4.4,9866805.83,3941,5269,2025-07-16,2025-07-31 10:30:30.561940
P23703277,食品饮料_款式482,1655,418,0.2013,408,703,3.1,4214742.84,1386,1312,2025-07-25,2025-07-31 10:30:30.561940
P87991128,美妆个护_款式483,8129,1791,0.2116,46,2542,4.1,3492116.53,4349,5648,2025-07-18,2025-07-31 10:30:30.561940
P72215523,美妆个护_款式484,1944,946,0.2024,77,728,4.7,2230076.58,757,1494,2025-07-27,2025-07-31 10:30:30.561940
P42665159,电子产品_款式485,1377,288,0.1608,213,160,4.4,326006.79,303,1111,2025-07-13,2025-07-31 10:30:30.561940
P61904485,电子产品_款式486,3943,1322,0.0476,319,889,4.0,6463560.61,2309,2592,2025-07-04,2025-07-31 10:30:30.561940
P29485461,电子产品_款式487,7871,1367,0.0505,134,1417,3.0,12661767.24,2643,5106,2025-07-13,2025-07-31 10:30:30.561940
P98277308,电子产品_款式488,7190,2647,0.01,224,2734,3.9,4949837.9,3290,5758,2025-07-06,2025-07-31 10:30:30.561940
P23864754,美妆个护_款式489,6213,850,0.0379,146,1570,3.4,22165389.48,4539,3926,2025-07-24,2025-07-31 10:30:30.561940
P79059936,美妆个护_款式490,7739,2906,0.1623,207,1230,3.9,7745388.38,2318,6921,2025-07-27,2025-07-31 10:30:30.561940
P65898390,家居用品_款式491,505,140,0.0777,240,189,3.0,77813.75,35,436,2025-07-07,2025-07-31 10:30:30.561940
P13252592,服装鞋帽_款式492,6314,3154,0.2072,112,784,3.5,5360057.76,2316,4270,2025-07-07,2025-07-31 10:30:30.561940
P87136245,家居用品_款式493,7632,2911,0.2543,37,3283,4.8,24229033.92,5901,6087,2025-07-18,2025-07-31 10:30:30.561940
P84090408,食品饮料_款式494,1143,357,0.2579,53,507,4.2,3248447.37,717,927,2025-07-25,2025-07-31 10:30:30.561940
P87746491,美妆个护_款式495,3828,508,0.1748,218,1450,4.6,3191628.83,1261,2624,2025-07-16,2025-07-31 10:30:30.561940
P17278714,电子产品_款式496,1273,365,0.0688,173,143,3.5,29543.93,31,1022,2025-07-26,2025-07-31 10:30:30.561940
P66825298,家居用品_款式497,8142,2008,0.2253,127,2211,4.4,3514127.04,3984,6839,2025-07-15,2025-07-31 10:30:30.561940
P14261029,食品饮料_款式498,2859,998,0.2893,23,1134,4.8,3748635.54,2529,2198,2025-07-02,2025-07-31 10:30:30.561940
P73570279,家居用品_款式499,855,115,0.1879,27,319,3.6,1657176.0,400,633,2025-07-09,2025-07-31 10:30:30.561940
P49461625,服装鞋帽_款式500,8950,2385,0.2169,304,1684,4.0,10092666.6,2517,6845,2025-07-21,2025-07-31 10:30:30.561940
P62615339,家居用品_款式501,8845,3948,0.0196,271,4009,3.2,541609.2,6204,6294,2025-07-14,2025-07-31 10:30:30.561940
P36059887,电子产品_款式502,7451,1451,0.2521,329,1425,3.3,30842400.6,7206,4536,2025-07-20,2025-07-31 10:30:30.561940
P37695255,家居用品_款式503,3931,1815,0.1478,30,1457,3.0,1565927.37,399,3500,2025-07-28,2025-07-31 10:30:30.561940
P25603986,服装鞋帽_款式504,2167,857,0.1485,92,979,3.7,7588150.94,1598,1553,2025-07-24,2025-07-31 10:30:30.561940
P51450206,电子产品_款式505,3934,428,0.2506,494,974,4.0,9735177.76,3157,3070,2025-07-10,2025-07-31 10:30:30.561940
P65670035,服装鞋帽_款式506,7723,3635,0.1998,416,2859,4.0,6269638.4,4960,6461,2025-07-10,2025-07-31 10:30:30.561940
P81586237,美妆个护_款式507,5429,1834,0.0682,237,1843,4.0,3735146.24,1237,3994,2025-07-19,2025-07-31 10:30:30.561940
P53950652,电子产品_款式508,5144,1875,0.0957,404,580,4.3,2108019.25,955,4400,2025-07-06,2025-07-31 10:30:30.561940
P35189807,服装鞋帽_款式509,6645,808,0.177,424,1770,4.1,23497248.5,6325,4270,2025-07-24,2025-07-31 10:30:30.561940
P09270871,服装鞋帽_款式510,2238,696,0.2619,53,922,4.8,5829422.06,1309,1602,2025-07-10,2025-07-31 10:30:30.561940
P17298669,电子产品_款式511,524,251,0.1911,313,120,4.6,624715.32,204,379,2025-07-30,2025-07-31 10:30:30.561940
P32163082,食品饮料_款式512,2766,910,0.2432,347,382,3.1,158019.45,73,2374,2025-07-04,2025-07-31 10:30:30.561940
P90941332,食品饮料_款式513,5025,2165,0.0898,43,1170,3.4,41334.78,62,3735,2025-07-02,2025-07-31 10:30:30.561940
P15516259,电子产品_款式514,9228,1002,0.1412,43,1985,3.4,795209.58,7018,7361,2025-07-30,2025-07-31 10:30:30.561940
P75055140,服装鞋帽_款式515,3708,1733,0.1335,103,460,3.3,338649.57,141,2895,2025-07-27,2025-07-31 10:30:30.561940
P91099761,美妆个护_款式516,3260,412,0.2354,123,1176,3.9,362662.56,234,2831,2025-07-26,2025-07-31 10:30:30.561940
P25552786,食品饮料_款式517,3164,335,0.2168,67,1393,3.6,5820931.61,1391,2116,2025-07-23,2025-07-31 10:30:30.561940
P68006643,服装鞋帽_款式518,6254,771,0.0937,110,1295,3.8,2085214.92,1084,5543,2025-07-10,2025-07-31 10:30:30.561940
P53126169,服装鞋帽_款式519,2931,1187,0.113,21,923,4.5,5792081.13,2739,2020,2025-07-14,2025-07-31 10:30:30.561940
P30814747,服装鞋帽_款式520,7727,2745,0.0352,318,2499,3.0,7214486.63,2197,4660,2025-07-02,2025-07-31 10:30:30.561940
P34374299,家居用品_款式521,1610,779,0.0416,246,328,4.6,4058678.52,954,1034,2025-07-12,2025-07-31 10:30:30.561940
P01825995,美妆个护_款式522,9791,2060,0.1423,80,4387,3.8,1287706.56,518,8712,2025-07-02,2025-07-31 10:30:30.561940
P04875676,美妆个护_款式523,3651,697,0.2242,149,741,4.5,3343111.24,1372,2823,2025-07-05,2025-07-31 10:30:30.561940
P50813356,服装鞋帽_款式524,7703,3493,0.1901,383,3535,4.0,14742052.56,3204,5407,2025-07-13,2025-07-31 10:30:30.561940
P53749900,电子产品_款式525,2832,435,0.2454,344,353,4.7,776184.2,341,2228,2025-07-28,2025-07-31 10:30:30.561940
P40693440,美妆个护_款式526,2576,559,0.1741,358,380,4.8,687357.52,1754,2174,2025-07-25,2025-07-31 10:30:30.561940
P04228677,服装鞋帽_款式527,7691,1198,0.0463,361,1590,4.9,5728234.14,1458,6771,2025-07-13,2025-07-31 10:30:30.561940
P52142771,电子产品_款式528,8345,1742,0.1343,18,2467,3.8,1765741.17,1229,6162,2025-07-06,2025-07-31 10:30:30.561940
P63514957,食品饮料_款式529,7492,2979,0.0771,58,981,4.8,19672498.23,5747,5512,2025-07-04,2025-07-31 10:30:30.561940
P41710209,食品饮料_款式530,9142,2011,0.2111,279,1296,3.0,1128702.6,2565,5870,2025-07-07,2025-07-31 10:30:30.561940
P52389205,食品饮料_款式531,3769,1202,0.1245,49,574,4.0,2873256.1,1430,2908,2025-07-11,2025-07-31 10:30:30.561940
P74681948,食品饮料_款式532,8817,1498,0.1766,224,3364,4.1,7098961.32,6732,5512,2025-07-30,2025-07-31 10:30:30.561940
P26552774,美妆个护_款式533,9864,3777,0.1013,393,4918,4.0,36673284.42,9582,7725,2025-07-11,2025-07-31 10:30:30.561940
P65940203,家居用品_款式534,7725,3250,0.1764,112,1022,3.4,15468391.68,7248,6759,2025-07-26,2025-07-31 10:30:30.561940
P32749603,服装鞋帽_款式535,3757,931,0.1043,128,1717,4.4,1344196.05,2195,2803,2025-07-25,2025-07-31 10:30:30.561940
P03915388,服装鞋帽_款式536,5155,2435,0.0401,279,858,4.4,3370303.42,1606,4344,2025-07-18,2025-07-31 10:30:30.561940
P31775569,家居用品_款式537,9837,3838,0.1878,229,1537,4.9,12445429.74,3414,6910,2025-07-13,2025-07-31 10:30:30.561940
P70487960,家居用品_款式538,5351,2305,0.0654,247,2029,4.3,16759420.4,3940,4496,2025-07-18,2025-07-31 10:30:30.561940
P26408414,食品饮料_款式539,9302,4358,0.0586,137,1157,3.4,3011906.43,1053,7301,2025-07-04,2025-07-31 10:30:30.561940
P53319204,家居用品_款式540,9520,3772,0.2803,385,2740,4.2,24897360.0,6000,6820,2025-07-18,2025-07-31 10:30:30.561940
P89344552,食品饮料_款式541,722,154,0.1273,54,251,4.2,1170028.95,269,447,2025-07-29,2025-07-31 10:30:30.561940
P28714323,家居用品_款式542,4454,959,0.0846,17,1172,3.9,3623913.6,960,2743,2025-07-18,2025-07-31 10:30:30.561940
P68375040,电子产品_款式543,8905,1630,0.2842,207,1729,4.6,8084470.16,3844,5560,2025-07-22,2025-07-31 10:30:30.561940
P91634232,电子产品_款式544,2300,843,0.0449,357,1144,4.5,4650763.5,1770,1957,2025-07-02,2025-07-31 10:30:30.561940
P84370469,服装鞋帽_款式545,2245,1049,0.1338,472,1073,4.3,3526064.7,2022,1877,2025-07-16,2025-07-31 10:30:30.561940
P21273458,服装鞋帽_款式546,1119,185,0.2234,170,274,4.7,1108891.22,827,692,2025-07-16,2025-07-31 10:30:30.561940
P53839311,家居用品_款式547,6669,2151,0.1645,277,3330,3.3,15636935.56,4892,5533,2025-07-15,2025-07-31 10:30:30.561940
P35389857,美妆个护_款式548,5122,2388,0.2768,438,1345,4.8,20450469.52,4696,3409,2025-07-13,2025-07-31 10:30:30.561940
P83811934,美妆个护_款式549,4655,2317,0.2966,318,1281,4.5,5630509.68,1688,4045,2025-07-10,2025-07-31 10:30:30.561940
P73805488,电子产品_款式550,9185,1526,0.2991,335,926,3.2,19491033.12,8546,8224,2025-07-11,2025-07-31 10:30:30.561940
P42155282,电子产品_款式551,9442,1669,0.1341,339,3805,3.1,1246210.67,2533,5959,2025-07-25,2025-07-31 10:30:30.561940
P12873022,电子产品_款式552,7302,3393,0.277,480,2584,4.7,7059531.69,1413,6390,2025-07-14,2025-07-31 10:30:30.561940
P73998206,食品饮料_款式553,684,131,0.262,32,293,4.2,57132.22,542,494,2025-07-18,2025-07-31 10:30:30.561940
P46287815,电子产品_款式554,2950,1471,0.2932,61,377,4.7,79013.0,50,2390,2025-07-20,2025-07-31 10:30:30.561940
P77851256,食品饮料_款式555,5941,1124,0.0429,121,722,4.8,871250.2,3235,4725,2025-07-01,2025-07-31 10:30:30.561940
P29864801,食品饮料_款式556,6184,1062,0.1832,423,2947,4.3,24545752.92,5778,4524,2025-07-28,2025-07-31 10:30:30.561940
P50143842,食品饮料_款式557,8757,3441,0.1502,209,1732,4.5,333424.26,3202,6675,2025-07-03,2025-07-31 10:30:30.561940
P80267924,家居用品_款式558,4726,586,0.1454,491,594,4.9,1745214.66,1206,4036,2025-07-23,2025-07-31 10:30:30.561940
P38673730,食品饮料_款式559,3807,1218,0.2017,388,1501,4.7,1054066.5,675,2756,2025-07-13,2025-07-31 10:30:30.561940
P87378538,家居用品_款式560,6502,1246,0.1421,451,2264,3.1,17567.88,6,5851,2025-07-16,2025-07-31 10:30:30.561940
P87982477,食品饮料_款式561,7565,2969,0.1598,314,2967,3.2,1129235.54,1241,6639,2025-07-19,2025-07-31 10:30:30.561940
P47848624,家居用品_款式562,6313,2565,0.1578,434,743,4.2,22620789.96,5974,5336,2025-07-16,2025-07-31 10:30:30.561940
P52639006,食品饮料_款式563,8028,3489,0.2593,299,1053,3.8,33913093.5,7865,5895,2025-07-02,2025-07-31 10:30:30.561940
P45420922,电子产品_款式564,8359,1941,0.0533,261,3118,4.2,14630233.56,4188,6358,2025-07-22,2025-07-31 10:30:30.561940
P33275004,家居用品_款式565,4121,1082,0.21,352,1205,3.6,251975.52,1398,2590,2025-07-06,2025-07-31 10:30:30.561940
P78147852,食品饮料_款式566,8801,931,0.2263,135,1070,4.9,24541434.9,7515,5425,2025-07-24,2025-07-31 10:30:30.561940
P81662824,服装鞋帽_款式567,6301,675,0.0504,155,3123,4.7,6400605.76,1772,5459,2025-07-03,2025-07-31 10:30:30.561940
P99991250,家居用品_款式568,4094,649,0.1621,346,1955,4.0,616237.44,546,2778,2025-07-27,2025-07-31 10:30:30.561940
P84235444,美妆个护_款式569,4135,1811,0.2601,408,1396,4.5,3038497.28,2912,2838,2025-07-30,2025-07-31 10:30:30.561940
P39740893,电子产品_款式570,9143,1274,0.2934,174,2150,4.3,24963141.42,7221,6112,2025-07-03,2025-07-31 10:30:30.561940
P72321003,家居用品_款式571,3595,952,0.1794,311,427,3.6,4841704.08,2404,2668,2025-07-14,2025-07-31 10:30:30.561940
P72979845,食品饮料_款式572,6116,1172,0.1843,256,1386,3.5,5288761.94,2062,4768,2025-07-14,2025-07-31 10:30:30.561940
P60706798,食品饮料_款式573,5954,2674,0.1042,25,832,4.7,1981483.56,756,3984,2025-07-06,2025-07-31 10:30:30.561940
P62901286,食品饮料_款式574,1912,812,0.2503,217,270,3.4,133174.59,61,1284,2025-07-22,2025-07-31 10:30:30.561940
P01965768,电子产品_款式575,9334,1131,0.2164,53,1672,4.6,10189847.72,6917,7679,2025-07-12,2025-07-31 10:30:30.561940
P73946871,家居用品_款式576,2065,659,0.203,488,696,3.5,7085410.0,1570,1516,2025-07-08,2025-07-31 10:30:30.561940
P63645694,美妆个护_款式577,3691,1548,0.2093,95,1278,3.9,6007972.69,3217,3017,2025-07-25,2025-07-31 10:30:30.561940
P73192434,电子产品_款式578,6678,1510,0.1935,35,1684,4.2,2646272.2,670,5915,2025-07-14,2025-07-31 10:30:30.561940
P06510985,电子产品_款式579,9728,3662,0.1731,366,3740,4.2,10196631.2,6580,7115,2025-07-26,2025-07-31 10:30:30.561940
P36390972,家居用品_款式580,5613,2496,0.0884,315,1216,3.4,2225165.04,2569,3734,2025-07-25,2025-07-31 10:30:30.561940
P41114216,服装鞋帽_款式581,1416,243,0.015,97,435,4.9,408938.4,180,1215,2025-07-07,2025-07-31 10:30:30.561940
P88561123,食品饮料_款式582,2495,1073,0.2742,395,317,4.0,7724843.68,2204,2059,2025-07-30,2025-07-31 10:30:30.561940
P70364703,电子产品_款式583,2102,640,0.1103,305,822,4.5,157281.6,84,1718,2025-07-11,2025-07-31 10:30:30.561940
P30173116,食品饮料_款式584,8407,1569,0.0225,75,3765,3.3,11107460.52,4404,6651,2025-07-01,2025-07-31 10:30:30.561940
P60906468,美妆个护_款式585,6957,2182,0.1409,262,2394,4.8,3245289.42,762,5616,2025-07-05,2025-07-31 10:30:30.562926
P37890668,服装鞋帽_款式586,8425,3345,0.0731,289,3183,4.9,7772151.96,4988,6158,2025-07-01,2025-07-31 10:30:30.562926
P68046241,食品饮料_款式587,9699,2338,0.0856,58,2659,3.7,8071152.5,2375,6975,2025-07-21,2025-07-31 10:30:30.562926
P53157651,食品饮料_款式588,4276,2068,0.2742,39,1105,4.0,4859191.08,1809,2915,2025-07-06,2025-07-31 10:30:30.562926
P58417945,美妆个护_款式589,7575,2944,0.0248,106,1698,3.9,17393707.15,5711,5325,2025-07-24,2025-07-31 10:30:30.562926
P03410506,食品饮料_款式590,9656,1602,0.1333,136,4518,3.2,3983835.27,5991,7119,2025-07-06,2025-07-31 10:30:30.562926
P04387525,电子产品_款式591,6133,3049,0.225,335,761,3.2,2317750.08,544,4532,2025-07-03,2025-07-31 10:30:30.562926
P76104683,电子产品_款式592,7088,3387,0.1811,215,1705,3.2,1818447.85,6785,6144,2025-07-30,2025-07-31 10:30:30.562926
P43475716,服装鞋帽_款式593,7462,3488,0.0288,144,2496,4.4,14109925.0,2875,4498,2025-07-21,2025-07-31 10:30:30.562926
P52347558,服装鞋帽_款式594,4794,977,0.1527,42,1614,4.0,5948898.84,2988,3445,2025-07-10,2025-07-31 10:30:30.562926
P59875896,食品饮料_款式595,5554,2295,0.2948,174,2026,3.3,11132908.92,5103,3954,2025-07-21,2025-07-31 10:30:30.562926
P02114435,服装鞋帽_款式596,2836,689,0.2166,25,508,3.3,542336.85,531,2200,2025-07-06,2025-07-31 10:30:30.562926
P87898682,电子产品_款式597,6078,1219,0.2917,350,1812,3.7,214375.62,1453,5177,2025-07-15,2025-07-31 10:30:30.562926
P00224064,服装鞋帽_款式598,5334,1872,0.092,189,2126,3.6,354233.35,3461,4111,2025-07-21,2025-07-31 10:30:30.562926
P05239898,电子产品_款式599,1476,613,0.1026,198,156,3.4,2853492.36,1009,1312,2025-07-25,2025-07-31 10:30:30.562926
P18299981,服装鞋帽_款式600,1817,403,0.1094,309,393,4.2,3862897.22,1183,1275,2025-07-15,2025-07-31 10:30:30.562926
P54366692,电子产品_款式601,5529,2272,0.1115,380,1530,3.9,14340843.0,3825,4176,2025-07-11,2025-07-31 10:30:30.562926
P74773600,服装鞋帽_款式602,9981,2741,0.1073,138,2822,3.4,34453076.56,7924,6351,2025-07-17,2025-07-31 10:30:30.562926
P38856046,食品饮料_款式603,851,180,0.2659,371,186,4.8,30782.9,10,743,2025-07-30,2025-07-31 10:30:30.562926
P04914434,美妆个护_款式604,3428,976,0.2001,386,1330,3.6,144766.54,191,2092,2025-07-26,2025-07-31 10:30:30.562926
P62253756,美妆个护_款式605,4644,1267,0.0473,450,1869,3.4,8789440.2,3310,4072,2025-07-30,2025-07-31 10:30:30.562926
