product_id,product_name,stat_date,traffic_acquisition_score,traffic_conversion_score,content_marketing_score,customer_acquisition_score,service_quality_score,total_score,level,amount,price,sales_num,visitor_num,visitor_sales_ratio
P05503,图书升级版,2025-01-25,72.17,72.15,10.56,86.76,42.94,56.92,C,26913665.24,8818.37,3052,85119,27.89
P05504,家居特惠款,2025-01-12,58.37,78.31,41.57,48.4,8.76,47.08,D,43503305.28,9641.69,4512,123277,27.32
P05505,家电限量款,2025-01-16,80.48,35.19,73.96,60.04,84.07,66.75,C,20726382.59,5019.71,4129,40210,9.74
P05506,美妆升级版,2025-01-03,20.51,41.19,75.77,40.74,75.85,50.81,C,5930910.16,1667.86,3556,92585,26.04
P05507,女装特惠款,2025-01-23,26.08,35.03,48.85,15.86,19.24,29.01,D,6673326.66,5185.18,1287,25458,19.78
P05508,玩具限量款,2025-01-24,2.45,21.19,2.86,61.98,85.71,34.84,D,33770457.48,9048.89,3732,84062,22.52
P05509,家电基础款,2025-01-10,63.62,68.5,63.5,87.12,9.72,58.49,C,35024270.62,8985.19,3898,51295,13.16
P05510,女装特惠款,2025-01-05,34.05,17.18,63.06,3.83,52.86,34.2,D,24340816.56,7741.99,3144,55777,17.74
P05511,玩具升级版,2025-01-30,20.21,15.79,80.27,98.76,8.79,44.76,D,18526991.2,8183.3,2264,8117,3.59
P05512,图书限量款,2025-01-15,56.85,40.79,83.14,40.34,80.17,60.26,C,19660998.36,5513.46,3566,6287,1.76
P05513,家电升级版,2025-01-02,70.63,41.49,29.77,92.29,84.85,63.81,C,8384114.9,3237.11,2590,28864,11.14
P05514,玩具特惠款,2025-01-27,89.65,83.61,25.31,8.66,62.6,53.97,C,3549794.28,5306.12,669,11020,16.47
P05515,食品升级版,2025-01-24,85.96,61.09,42.93,45.03,59.55,58.91,C,8932312.48,3890.38,2296,7076,3.08
P05516,玩具基础款,2025-01-05,2.87,80.37,31.29,83.87,60.28,51.74,C,18708961.26,4274.38,4377,23245,5.31
P05517,图书特惠款,2025-01-11,79.44,28.32,76.08,18.13,41.33,48.66,D,21425722.89,4540.31,4719,102688,21.76
P05518,美妆限量款,2025-01-23,45.34,0.28,94.69,92.55,1.01,46.77,D,20231773.12,5595.07,3616,44769,12.38
P05519,男装升级版,2025-01-16,56.63,62.68,24.78,86.34,44.96,55.08,C,11671945.0,6865.85,1700,11807,6.95
P05520,美妆特惠款,2025-01-25,6.6,20.29,2.47,52.39,64.71,29.29,D,19443124.5,5515.78,3525,55743,15.81
P05521,女装升级版,2025-01-08,8.4,85.03,44.44,56.98,71.21,53.21,C,19360623.6,4933.9,3924,48289,12.31
P05522,图书基础款,2025-01-15,88.86,10.5,83.33,61.92,84.72,65.87,C,4144341.12,9683.04,428,7939,18.55
P05523,玩具基础款,2025-01-21,79.32,53.68,51.87,34.72,23.38,48.59,D,1035992.07,6771.19,153,738,4.82
P05524,玩具限量款,2025-01-02,62.21,75.12,93.26,58.17,8.13,59.38,C,43022960.89,9892.61,4349,44800,10.3
P05525,女装特惠款,2025-01-09,14.82,71.31,90.4,76.41,19.09,54.41,C,19297981.9,8954.98,2155,7419,3.44
P05526,家电限量款,2025-01-20,96.96,32.42,77.02,41.34,44.94,58.54,C,31222885.65,9741.93,3205,29610,9.24
P05527,食品升级版,2025-01-17,52.59,74.26,54.65,31.9,36.99,50.08,C,757797.3,310.7,2439,59464,24.38
P05528,家电升级版,2025-01-27,0.9,26.87,62.29,86.21,12.58,37.77,D,262529.28,1823.12,144,1207,8.38
P05529,家电升级版,2025-01-17,35.85,71.59,30.99,75.63,41.1,51.03,C,4819928.61,4194.89,1149,25989,22.62
P05530,玩具特惠款,2025-01-01,9.81,54.79,99.33,53.93,56.05,54.78,C,21520319.04,5104.44,4216,58901,13.97
P05531,家电限量款,2025-01-09,50.73,69.83,5.11,1.77,23.25,30.14,D,40192062.81,8264.87,4863,43488,8.94
P05532,女装限量款,2025-01-01,1.04,62.97,81.79,65.75,39.77,50.26,C,1882158.26,1223.77,1538,34720,22.57
P05533,家电升级版,2025-01-01,88.45,18.88,36.1,66.78,9.12,43.87,D,27703575.19,8074.49,3431,97648,28.46
P05534,家居基础款,2025-01-05,3.08,59.54,39.48,9.29,72.35,36.75,D,17000149.6,7508.9,2264,28639,12.65
P05535,图书特惠款,2025-01-15,99.03,1.26,32.45,16.41,5.29,30.89,D,33728609.93,6823.51,4943,143947,29.12
P05536,男装基础款,2025-01-29,27.84,42.22,6.62,47.65,47.27,34.32,D,4642977.88,1217.99,3812,48285,12.67
P05537,男装特惠款,2025-01-03,32.68,0.48,46.69,93.6,79.66,50.62,C,17127641.79,3724.21,4599,38542,8.38
P05538,家居特惠款,2025-01-03,84.06,30.28,60.95,81.22,43.79,60.06,C,7286408.0,3188.8,2285,20975,9.18
P05539,女装特惠款,2025-01-20,44.14,51.06,96.11,87.16,33.15,62.32,C,3926145.78,5262.93,746,20355,27.29
P05540,男装限量款,2025-01-07,56.05,36.21,78.94,89.19,65.78,65.23,C,3090409.28,5082.91,608,6526,10.73
P05541,女装升级版,2025-01-23,40.61,66.71,38.03,87.48,37.46,54.06,C,13821176.84,8632.84,1601,4770,2.98
P05542,女装特惠款,2025-01-24,93.07,70.91,87.09,46.18,38.2,67.09,C,2836816.29,2144.23,1323,25458,19.24
P05543,家居升级版,2025-01-10,19.56,77.07,54.47,24.55,47.75,44.68,D,9591175.65,2063.95,4647,95982,20.65
P05544,玩具基础款,2025-01-10,49.38,19.95,32.95,74.61,28.75,41.13,D,30476874.73,7402.69,4117,113920,27.67
P05545,美妆限量款,2025-01-18,51.99,14.22,6.06,69.12,83.5,44.98,D,22017154.8,7719.9,2852,20956,7.35
P05546,女装基础款,2025-01-21,81.83,4.14,18.67,67.61,26.93,39.84,D,4921500.68,1405.34,3502,29550,8.44
P05547,玩具限量款,2025-01-30,23.78,32.85,7.34,72.25,60.92,39.43,D,5501983.13,2768.99,1987,6484,3.26
P05548,女装特惠款,2025-01-10,57.33,98.92,36.24,99.14,34.95,65.32,C,3729066.28,1314.44,2837,7532,2.65
P05549,家电限量款,2025-01-18,7.8,91.31,1.8,47.27,66.6,42.96,D,1398607.68,701.76,1993,35676,17.9
P05550,家电升级版,2025-01-16,58.72,92.41,82.84,65.2,18.44,63.52,C,1880819.31,1477.47,1273,19299,15.16
P05551,食品基础款,2025-01-09,57.71,37.54,70.37,82.97,67.74,63.27,C,21941169.6,5155.35,4256,25027,5.88
P05552,男装基础款,2025-01-01,56.82,62.77,36.63,93.76,4.07,50.81,C,28610050.56,6689.28,4277,98490,23.03
P05553,美妆特惠款,2025-01-22,58.14,60.18,45.2,33.76,77.11,54.88,C,16288428.75,3948.71,4125,108213,26.23
P05554,美妆升级版,2025-01-22,85.12,89.68,11.38,7.38,43.83,47.48,D,4711808.52,9857.34,478,6473,13.54
P05555,美妆升级版,2025-01-13,27.65,86.92,91.86,34.03,16.84,51.46,C,3299658.18,3405.22,969,28831,29.75
P05556,食品基础款,2025-01-24,36.64,94.48,73.76,45.62,42.71,58.64,C,12226444.88,3908.71,3128,13495,4.31
P05557,女装升级版,2025-01-23,48.07,86.27,75.11,94.65,26.18,66.06,C,13016335.5,2754.78,4725,30057,6.36
P05558,女装限量款,2025-01-11,34.6,95.12,60.13,79.57,42.13,62.31,C,13643997.92,9858.38,1384,12505,9.04
P05559,美妆升级版,2025-01-04,29.69,6.36,56.34,52.73,45.87,38.2,D,10104768.45,2658.45,3801,75481,19.86
P05560,男装升级版,2025-01-12,20.15,48.29,10.78,79.74,64.56,44.7,D,12792647.46,2700.58,4737,93849,19.81
P05561,玩具升级版,2025-01-04,92.91,34.53,93.83,16.85,76.07,62.84,C,4228064.28,2911.89,1452,23527,16.2
P05562,图书限量款,2025-01-05,44.07,8.04,86.01,93.81,4.52,47.29,D,33805350.81,7702.29,4389,117687,26.81
P05563,食品特惠款,2025-01-10,90.53,59.77,48.42,55.01,78.42,66.43,C,11639099.13,8248.83,1411,3553,2.52
P05564,家电限量款,2025-01-15,35.68,20.38,76.75,40.71,74.12,49.53,D,7206676.8,5501.28,1310,28389,21.67
P05565,家居升级版,2025-01-11,81.27,61.69,6.28,66.3,67.48,56.6,C,5438592.16,3821.92,1423,36045,25.33
P05566,图书升级版,2025-01-06,62.85,13.99,92.21,30.75,81.8,56.32,C,5970370.39,6730.97,887,17519,19.75
P05567,玩具基础款,2025-01-07,0.64,83.01,14.9,34.33,14.18,29.41,D,3193687.85,5969.51,535,9586,17.92
P05568,女装特惠款,2025-01-20,42.85,51.28,74.16,76.52,57.51,60.46,C,4286716.59,9589.97,447,6302,14.1
P05569,家居特惠款,2025-01-28,97.0,22.5,10.71,18.77,64.37,42.67,D,5576906.77,2070.89,2693,29906,11.11
P05570,食品限量款,2025-01-19,58.14,11.72,30.32,14.4,5.86,24.09,D,26767059.75,8985.25,2979,72292,24.27
P05571,女装基础款,2025-01-22,98.95,51.16,97.01,76.52,17.53,68.23,C,2251651.35,5176.21,435,12759,29.33
P05572,玩具限量款,2025-01-01,1.01,55.04,35.28,55.14,97.84,48.86,D,2922517.2,3173.2,921,14069,15.28
P05573,图书基础款,2025-01-01,8.42,98.15,61.3,26.09,89.15,56.62,C,1681850.75,809.75,2077,21324,10.27
P05574,家居基础款,2025-01-26,6.25,68.11,77.78,90.76,47.24,58.03,C,6160797.86,9073.34,679,15485,22.81
P05575,美妆特惠款,2025-01-22,70.9,84.54,7.71,2.36,16.28,36.36,D,10410664.72,8477.74,1228,27163,22.12
P05576,家电升级版,2025-01-08,64.42,6.49,7.93,15.21,36.86,26.18,D,7072894.42,3385.78,2089,41282,19.76
P05577,图书限量款,2025-01-14,72.93,57.69,24.81,50.96,61.57,53.59,C,1540690.05,532.19,2895,66228,22.88
P05578,美妆升级版,2025-01-20,51.57,62.62,45.51,36.44,45.15,48.26,D,6136054.4,6261.28,980,15686,16.01
P05579,家居限量款,2025-01-09,86.28,68.14,74.87,11.15,77.09,63.51,C,32745059.25,7157.39,4575,10899,2.38
P05580,美妆基础款,2025-01-13,94.64,0.06,75.73,26.66,8.23,41.06,D,13356621.53,7424.47,1799,34426,19.14
P05581,家居特惠款,2025-01-09,34.59,46.24,4.12,3.96,87.43,35.27,D,145369.05,470.45,309,8254,26.71
P05582,男装升级版,2025-01-02,79.98,96.64,86.41,18.64,4.16,57.17,C,12027246.14,8982.26,1339,23781,17.76
P05583,食品升级版,2025-01-10,40.2,62.33,68.33,91.62,44.57,61.41,C,2710725.6,5133.95,528,8802,16.67
P05584,女装基础款,2025-01-23,60.19,30.45,27.47,87.84,19.6,45.11,D,3042495.96,3317.88,917,2517,2.74
P05585,玩具基础款,2025-01-18,68.2,71.38,68.01,35.34,93.79,67.34,C,4349848.98,1148.93,3786,14718,3.89
P05586,男装基础款,2025-01-19,20.52,21.09,57.66,4.84,73.14,35.45,D,10193136.76,8764.52,1163,12547,10.79
P05587,女装基础款,2025-01-13,65.66,12.62,48.44,74.48,73.19,54.88,C,23002071.96,5675.32,4053,16349,4.03
P05588,家居限量款,2025-01-06,65.41,90.12,57.11,32.88,9.26,50.96,C,7080290.26,3937.87,1798,28720,15.97
P05589,家居升级版,2025-01-05,63.9,99.07,15.62,36.63,80.27,59.1,C,9888386.72,3011.08,3284,61691,18.79
P05590,美妆升级版,2025-01-23,14.05,79.48,35.29,94.31,98.52,64.33,C,33757126.74,7108.26,4749,25542,5.38
P05591,食品特惠款,2025-01-22,20.76,30.18,75.38,63.19,20.75,42.05,D,3240848.88,4192.56,773,2028,2.62
P05592,玩具基础款,2025-01-24,43.0,7.74,89.16,54.36,10.47,40.95,D,1540915.24,1644.52,937,16208,17.3
P05593,美妆限量款,2025-01-21,86.82,10.68,74.65,96.29,46.82,63.05,C,12414017.88,6002.91,2068,27997,13.54
P05594,美妆特惠款,2025-01-12,93.2,45.98,95.23,64.75,25.88,65.01,C,23993273.73,6195.01,3873,42257,10.91
P05595,女装升级版,2025-01-08,96.92,52.92,76.33,96.09,69.71,78.39,B,9515824.78,2968.13,3206,67732,21.13
P05596,家电基础款,2025-01-08,46.0,13.84,50.06,35.67,85.34,46.18,D,12861698.76,7579.08,1697,10237,6.03
P05597,女装基础款,2025-01-02,95.34,53.68,45.39,25.19,97.84,63.49,C,6581875.2,3428.06,1920,11641,6.06
P05598,家居限量款,2025-01-25,28.03,59.43,51.08,23.16,4.85,33.31,D,15070582.71,6271.57,2403,66715,27.76
P05599,男装特惠款,2025-01-07,30.74,1.47,90.11,8.18,98.16,45.73,D,19711859.64,7344.21,2684,61217,22.81
P05600,玩具特惠款,2025-01-20,68.89,57.59,82.67,96.35,5.34,62.17,C,6902890.32,4245.32,1626,38901,23.92
P05601,女装升级版,2025-01-19,41.16,45.9,2.86,34.52,32.51,31.39,D,18304026.0,4000.88,4575,30613,6.69
P05602,家电基础款,2025-01-14,16.92,73.24,18.4,24.84,2.43,27.17,D,4399981.56,1537.38,2862,35266,12.32
P05603,美妆限量款,2025-01-12,21.27,27.96,4.9,6.83,53.7,22.93,D,4562024.75,2743.25,1663,25718,15.46
P05604,图书基础款,2025-01-15,83.84,58.76,40.23,65.88,62.5,62.24,C,24694925.64,6009.96,4109,14581,3.55
P05605,男装特惠款,2025-01-26,36.67,11.72,86.46,47.44,14.35,39.33,D,14490425.1,7586.61,1910,51481,26.95
P05606,玩具基础款,2025-01-03,38.97,16.66,12.01,79.39,70.16,43.44,D,8965099.0,5050.76,1775,31602,17.8
P05607,家电特惠款,2025-01-13,38.07,97.5,40.6,87.39,42.31,61.17,C,25300287.0,7183.5,3522,39815,11.3
P05608,男装基础款,2025-01-14,87.82,11.61,9.16,25.11,68.77,40.49,D,27183958.83,7482.51,3633,24822,6.83
P05609,食品特惠款,2025-01-27,24.43,7.95,14.53,99.19,33.07,35.83,D,13429734.12,4540.14,2958,23957,8.1
P05610,玩具基础款,2025-01-14,57.52,2.15,78.71,81.28,24.9,48.91,D,99362.78,5229.62,19,304,16.0
P05611,女装限量款,2025-01-05,31.0,49.62,96.54,84.95,40.55,60.53,C,37569601.16,8975.06,4186,65167,15.57
P05612,家居限量款,2025-01-08,13.24,50.67,75.38,16.82,87.36,48.69,D,26113197.65,6536.47,3995,80443,20.14
P05613,女装限量款,2025-01-13,13.44,55.34,92.88,77.73,84.17,64.71,C,9960921.3,3636.7,2739,43999,16.06
P05614,美妆升级版,2025-01-14,77.96,21.22,10.49,99.71,49.92,51.86,C,6321283.22,2421.02,2611,18451,7.07
P05615,图书基础款,2025-01-20,97.7,15.91,99.42,18.72,5.62,47.47,D,925262.69,283.91,3259,69222,21.24
P05616,家居限量款,2025-01-05,18.87,76.74,19.99,72.54,75.43,52.71,C,151819.64,186.97,812,8810,10.85
P05617,食品限量款,2025-01-04,19.89,48.86,27.57,13.41,2.86,22.52,D,1299626.3,296.38,4385,107330,24.48
P05618,女装特惠款,2025-01-05,63.5,4.94,49.75,21.38,26.32,33.18,D,18127088.2,7964.45,2276,17765,7.81
P05619,玩具升级版,2025-01-02,59.97,32.57,83.31,89.62,31.02,59.3,C,32822139.08,8336.84,3937,67590,17.17
P05620,食品特惠款,2025-01-30,80.73,62.43,13.38,63.02,69.83,57.88,C,12058584.08,8350.82,1444,25222,17.47
P05621,图书限量款,2025-01-29,30.04,40.65,58.85,77.92,48.06,51.1,C,30044423.79,6231.99,4821,98111,20.35
P05622,家电升级版,2025-01-29,93.38,39.76,0.29,39.64,82.13,51.04,C,7360020.36,2655.13,2772,42482,15.33
P05623,女装升级版,2025-01-25,49.04,20.72,58.93,20.33,55.96,41.0,D,22607078.54,5107.79,4426,43474,9.82
P05624,食品升级版,2025-01-16,95.98,57.3,96.57,13.17,83.15,69.23,C,24638808.9,7919.9,3111,15351,4.93
P05625,女装特惠款,2025-01-22,18.55,23.52,39.54,54.8,65.04,40.29,D,1789343.08,1146.28,1561,4817,3.09
P05626,女装基础款,2025-01-26,72.38,72.03,66.19,20.8,85.07,63.29,C,25546023.02,9279.34,2753,14850,5.39
P05627,美妆升级版,2025-01-17,85.02,31.22,98.47,82.43,81.0,75.63,B,16772184.0,5176.6,3240,76760,23.69
P05628,家电基础款,2025-01-08,72.97,97.23,19.5,20.78,95.0,61.1,C,3033652.44,2668.12,1137,18726,16.47
P05629,家居基础款,2025-01-05,29.79,61.57,28.88,11.6,99.82,46.33,D,4918488.4,2069.2,2377,62714,26.38
P05630,家居限量款,2025-01-28,34.06,91.82,71.45,8.17,75.07,56.11,C,510745.82,1145.17,446,940,2.11
P05631,玩具升级版,2025-01-17,12.54,83.7,92.34,14.5,43.33,49.28,D,10408697.4,8820.93,1180,1903,1.61
P05632,图书升级版,2025-01-17,93.36,62.54,23.18,44.98,33.44,51.5,C,6325941.6,8786.03,720,5863,8.14
P05633,男装特惠款,2025-01-17,46.37,55.9,50.86,9.14,93.57,51.17,C,2656201.21,721.99,3679,55503,15.09
P05634,图书特惠款,2025-01-15,34.29,34.57,93.93,8.29,80.3,50.28,C,47303270.85,9783.51,4835,112618,23.29
P05635,玩具特惠款,2025-01-30,78.3,68.65,98.85,28.86,11.96,57.32,C,12978608.8,2597.8,4996,122916,24.6
P05636,食品升级版,2025-01-23,2.8,68.01,25.7,82.11,90.41,53.81,C,83105.64,9233.96,9,157,17.44
P05637,男装限量款,2025-01-22,78.86,83.24,0.92,19.11,42.06,44.84,D,10772741.79,4768.81,2259,17057,7.55
P05638,男装基础款,2025-01-25,97.79,16.26,77.17,52.26,55.86,59.87,C,14852409.6,6630.54,2240,60554,27.03
P05639,男装升级版,2025-01-08,94.13,75.29,61.8,61.22,28.27,64.14,C,3864700.56,2968.28,1302,18800,14.44
P05640,家电特惠款,2025-01-19,69.54,45.54,85.41,85.4,8.32,58.84,C,8253015.24,5820.18,1418,40432,28.51
P05641,图书限量款,2025-01-29,7.52,39.54,28.42,15.03,16.39,21.38,D,924275.31,8479.59,109,1575,14.45
P05642,家居限量款,2025-01-28,22.24,16.47,10.5,10.68,35.46,19.07,D,17039508.2,4297.48,3965,98818,24.92
P05643,家居特惠款,2025-01-13,43.91,39.73,89.43,55.66,70.64,59.87,C,7165095.0,8188.68,875,15819,18.08
P05644,食品特惠款,2025-01-30,0.93,66.22,37.43,69.42,2.64,35.33,D,4071019.98,4454.07,914,2680,2.93
P05645,美妆限量款,2025-01-16,66.72,97.04,35.8,61.37,61.05,64.4,C,1569911.92,8532.13,184,2229,12.11
P05646,图书升级版,2025-01-10,60.12,52.97,88.86,70.84,47.54,64.07,C,6673042.5,1542.9,4325,9379,2.17
P05647,家电特惠款,2025-01-18,10.16,4.67,65.87,51.46,57.48,37.93,D,28158320.28,7283.58,3866,74997,19.4
P05648,女装限量款,2025-01-05,21.9,61.15,66.52,19.12,90.96,51.93,C,11629095.6,7794.3,1492,19383,12.99
P05649,男装特惠款,2025-01-21,62.71,24.03,56.03,70.64,80.09,58.7,C,23584119.6,8657.9,2724,73657,27.04
P05650,美妆升级版,2025-01-08,13.3,51.28,5.47,58.23,81.18,41.89,D,17315217.8,8925.37,1940,41831,21.56
P05651,玩具基础款,2025-01-09,87.93,62.59,75.09,67.04,89.91,76.51,B,23235587.77,8960.89,2593,59847,23.08
P05652,女装限量款,2025-01-11,40.17,89.77,26.49,32.28,76.32,53.01,C,11622740.47,3088.69,3763,54421,14.46
P05653,美妆特惠款,2025-01-05,40.74,93.14,3.65,47.04,31.88,43.29,D,20415033.78,8868.39,2302,24548,10.66
P05654,美妆升级版,2025-01-23,54.06,38.63,4.91,31.11,61.66,38.07,D,7386242.5,8441.42,875,15257,17.44
P05655,家居限量款,2025-01-02,22.69,98.87,26.55,62.67,32.49,48.65,D,8307408.64,1930.16,4304,13149,3.06
P05656,男装特惠款,2025-01-02,73.71,43.92,3.96,85.05,61.78,53.68,C,39590279.82,8056.63,4914,67194,13.67
P05657,图书特惠款,2025-01-11,22.78,36.28,80.88,75.77,80.92,59.33,C,11239123.28,2658.26,4228,28459,6.73
P05658,女装特惠款,2025-01-30,80.82,36.25,20.44,48.6,53.87,48.0,D,23452559.37,5079.61,4617,79208,17.16
P05659,玩具升级版,2025-01-24,97.07,18.3,42.56,59.79,63.52,56.25,C,5193873.03,1456.09,3567,103427,29.0
P05660,男装特惠款,2025-01-13,4.5,2.13,32.73,70.13,77.12,37.32,D,1231987.68,777.77,1584,15594,9.84
P05661,家电限量款,2025-01-12,48.23,75.81,64.9,70.18,3.02,52.43,C,5178476.22,1465.33,3534,83357,23.59
P05662,家电限量款,2025-01-05,34.57,78.0,42.59,74.97,18.88,49.8,D,11909712.23,4125.29,2887,62734,21.73
P05663,图书基础款,2025-01-10,26.46,35.49,94.94,12.16,58.75,45.56,D,5977798.2,3019.09,1980,20885,10.55
P05664,家居基础款,2025-01-26,7.09,82.12,93.53,79.44,51.41,62.72,C,3574179.28,1440.04,2482,64069,25.81
P05665,女装升级版,2025-01-05,52.99,90.45,65.45,64.01,53.78,65.34,C,987312.14,320.66,3079,33013,10.72
P05666,美妆升级版,2025-01-30,98.94,50.53,71.34,54.41,52.52,65.55,C,7250234.58,8830.98,821,15154,18.46
P05667,女装基础款,2025-01-12,86.43,82.06,32.34,85.97,59.62,69.28,C,24241427.76,5173.16,4686,131087,27.97
P05668,食品升级版,2025-01-06,13.09,99.51,68.91,46.32,12.41,48.05,D,4454554.3,1395.1,3193,94650,29.64
P05669,男装限量款,2025-01-20,46.9,20.58,25.54,55.15,19.52,33.54,D,13456016.48,6189.52,2174,6397,2.94
P05670,家居限量款,2025-01-18,24.01,22.14,55.37,9.43,97.36,41.66,D,1375929.32,930.94,1478,13751,9.3
P05671,美妆限量款,2025-01-24,35.58,25.58,43.08,13.36,96.76,42.87,D,1070744.22,1362.27,786,12155,15.46
P05672,家居基础款,2025-01-01,88.53,37.8,12.72,0.17,46.44,37.13,D,8959947.0,8182.6,1095,17174,15.68
P05673,女装特惠款,2025-01-08,54.16,2.02,50.28,28.43,80.86,43.15,D,4776611.84,2870.56,1664,4680,2.81
P05674,家电限量款,2025-01-06,54.51,50.68,10.8,31.52,89.87,47.48,D,10416798.74,6343.97,1642,9708,5.91
P05675,家居基础款,2025-01-18,64.18,99.51,60.96,54.62,8.19,57.49,C,33215365.26,8183.14,4059,63456,15.63
P05676,图书特惠款,2025-01-17,34.11,63.19,82.93,61.6,66.14,61.59,C,2471580.8,9326.72,265,2318,8.75
P05677,玩具限量款,2025-01-27,4.89,92.36,0.62,64.17,84.8,49.37,D,2227056.9,9240.9,241,3345,13.88
P05678,图书升级版,2025-01-29,55.03,33.24,59.42,81.07,86.85,63.12,C,3830325.46,771.31,4966,41656,8.39
P05679,女装升级版,2025-01-09,4.89,21.03,7.5,37.16,4.67,15.05,D,4877382.34,9272.59,526,2743,5.21
P05680,男装基础款,2025-01-20,74.18,53.83,25.51,1.99,63.48,43.8,D,2126448.1,1959.86,1085,10433,9.62
P05681,家居升级版,2025-01-26,98.22,99.75,86.57,29.47,89.45,80.69,B,258763.96,9952.46,26,475,18.27
P05682,图书限量款,2025-01-02,41.72,51.3,12.18,73.07,81.15,51.88,C,2313656.73,464.31,4983,99790,20.03
P05683,家电限量款,2025-01-20,8.39,76.75,18.14,57.84,11.26,34.48,D,405606.17,2918.03,139,2170,15.61
P05684,美妆特惠款,2025-01-11,13.44,50.18,57.46,58.66,48.9,45.73,D,34795140.18,7674.27,4534,105896,23.36
P05685,食品基础款,2025-01-01,94.92,8.37,18.56,24.33,54.42,40.12,D,526202.91,217.17,2423,50616,20.89
P05686,美妆特惠款,2025-01-29,43.86,1.29,69.07,64.72,8.44,37.48,D,3866235.27,1593.01,2427,54236,22.35
P05687,家电升级版,2025-01-14,66.54,12.64,80.5,79.82,56.88,59.28,C,8979845.1,2887.41,3110,37411,12.03
P05688,家居升级版,2025-01-16,25.53,52.42,60.2,52.45,19.43,42.01,D,11278479.6,2371.92,4755,39492,8.31
P05689,家电限量款,2025-01-03,35.35,23.48,52.58,76.08,80.58,53.61,C,1756477.37,2376.83,739,14426,19.52
P05690,家电限量款,2025-01-13,69.68,30.91,82.82,49.31,37.72,54.09,C,7985140.0,7985.14,1000,8289,8.29
P05691,玩具基础款,2025-01-15,23.8,99.89,33.87,47.63,65.67,54.17,C,28515340.98,7940.78,3591,24696,6.88
P05692,家居基础款,2025-01-22,93.04,80.58,8.1,62.57,91.95,67.25,C,18521668.41,7805.17,2373,63176,26.62
P05693,食品基础款,2025-01-10,45.12,97.37,86.13,76.03,38.14,68.56,C,39894716.52,8624.02,4626,101369,21.91
P05694,美妆升级版,2025-01-17,24.58,78.87,87.77,58.06,80.12,65.88,C,7560408.96,4038.68,1872,38046,20.32
P05695,家电基础款,2025-01-19,94.88,86.88,21.11,97.57,36.41,67.37,C,6254280.12,1941.72,3221,93653,29.08
P05696,家电特惠款,2025-01-11,81.95,11.4,88.62,10.51,54.95,49.49,D,9812554.92,3612.87,2716,37287,13.73
P05697,男装限量款,2025-01-30,47.77,83.46,61.23,59.28,46.23,59.59,C,30747000.57,9498.61,3237,92383,28.54
P05698,美妆基础款,2025-01-02,64.44,21.69,62.24,25.91,53.6,45.58,D,5800125.39,3417.87,1697,4746,2.8
P05699,男装基础款,2025-01-26,52.28,91.3,76.74,28.98,3.72,50.6,C,14233749.48,8032.59,1772,2166,1.22
P05700,女装基础款,2025-01-10,82.58,14.6,96.26,68.93,17.25,55.92,C,13754667.84,4749.54,2896,51777,17.88
P05701,图书限量款,2025-01-12,87.62,50.13,45.62,1.53,1.73,37.33,D,11530238.76,3377.34,3414,39601,11.6
P05702,女装基础款,2025-01-21,58.83,47.29,34.62,55.59,56.18,50.5,C,12787177.35,4954.35,2581,70980,27.5
P05703,玩具限量款,2025-01-02,71.57,72.17,91.5,56.07,50.57,68.38,C,5862246.47,1238.59,4733,54447,11.5
P05704,食品升级版,2025-01-26,41.01,43.17,39.78,32.51,46.82,40.66,D,1699846.5,1596.1,1065,29236,27.45
P05705,男装基础款,2025-01-30,13.52,54.05,33.28,61.59,9.59,34.41,D,5306144.82,1888.98,2809,56679,20.18
P05706,食品限量款,2025-01-13,57.5,17.04,32.34,37.79,87.31,46.4,D,12508795.04,5062.24,2471,30996,12.54
P05707,玩具升级版,2025-01-05,67.17,16.59,47.13,94.03,72.52,59.49,C,52114.9,5211.49,10,191,19.1
P05708,玩具基础款,2025-01-27,18.76,27.23,85.97,30.14,1.18,32.66,D,23847283.2,5917.44,4030,106113,26.33
P05709,玩具升级版,2025-01-04,67.23,91.81,68.25,32.98,1.52,52.36,C,3581353.44,4737.24,756,9450,12.5
P05710,家居基础款,2025-01-28,33.73,25.7,83.8,10.13,60.86,42.84,D,21583804.8,6363.15,3392,42423,12.51
P05711,美妆特惠款,2025-01-09,14.32,62.49,7.88,56.63,13.11,30.89,D,638778.79,571.87,1117,17452,15.62
P05712,家居特惠款,2025-01-10,95.76,65.38,60.68,1.43,98.13,64.28,C,8626059.36,6655.91,1296,17638,13.61
P05713,玩具特惠款,2025-01-01,4.35,25.03,60.42,44.64,82.17,43.32,D,541877.2,1662.2,326,1463,4.49
P05714,男装基础款,2025-01-22,94.77,8.74,5.82,49.16,30.14,37.73,D,10146321.66,5379.81,1886,21462,11.38
P05715,女装升级版,2025-01-14,19.56,20.12,86.08,53.5,18.16,39.48,D,1007677.71,491.79,2049,29390,14.34
P05716,玩具升级版,2025-01-27,77.08,11.53,65.11,1.21,31.5,37.29,D,21919321.04,6184.91,3544,10656,3.01
P05717,图书升级版,2025-01-07,29.2,88.33,72.18,35.77,35.06,52.11,C,7666134.08,5843.09,1312,24536,18.7
P05718,家居特惠款,2025-01-21,52.31,68.68,56.08,37.61,64.11,55.76,C,27587915.26,7296.46,3781,110238,29.16
